Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
SAO MIGUEL DAS MISSOES,0,1,0,1,0,0,0,0,0,0,0,1
SAO NICOLAU,0,0,0,1,2,1,0,1,1,2,1,0
SAO PAULO DAS MISSOES,0,0,0,2,0,0,1,2,0,1,2,1
SAO PEDRO DA SERRA,0,1,0,0,0,0,0,1,0,2,0,1
SAO PEDRO DAS MISSOES,0,0,0,0,0,0,0,1,0,0,0,0
SAO PEDRO DO BUTIA,1,0,0,0,0,1,0,0,0,0,0,0
SAO PEDRO DO SUL,2,1,2,2,3,2,1,3,0,2,0,3
SAO SEBASTIAO DO CAI,4,2,3,3,1,4,6,3,1,9,6,8
SAO SEPE,3,3,4,1,2,4,1,2,5,4,4,5
SAO VALENTIM,0,1,0,0,0,0,1,0,0,0,1,1
SAO VALENTIM DO SUL,0,0,0,0,0,0,0,2,0,0,0,0
SAO VALERIO DO SUL,0,0,1,0,0,0,0,0,0,0,0,0
SAO VENDELINO,0,0,0,0,1,0,0,0,1,0,0,0
SAO VICENTE DO SUL,3,1,1,0,1,1,1,0,0,2,1,1
SAPIRANGA,17,8,10,18,12,8,6,9,7,6,6,14
SAPUCAIA DO SUL,21,27,31,25,19,15,16,18,23,21,15,27
SARANDI,2,1,0,2,2,0,8,3,2,5,0,1
SEBERI,1,2,0,0,2,1,1,2,5,0,3,5
SEDE NOVA,0,0,0,0,0,0,0,1,0,0,0,2
SEGREDO,1,1,0,0,0,0,1,0,3,2,2,0
SELBACH,0,0,0,0,0,0,0,0,0,1,0,0
SENADOR SALGADO FILHO,0,2,0,0,0,0,1,0,0,0,2,0
SENTINELA DO SUL,0,1,0,1,0,0,0,1,0,0,1,2
SERAFINA CORREA,1,2,2,2,0,7,3,1,1,1,2,1
SERIO,2,0,0,0,0,0,0,0,0,0,0,0
SERTAO,1,0,0,2,1,1,0,1,0,0,0,3
SERTAO SANTANA,0,0,1,0,2,0,0,0,0,0,0,1
SETE DE SETEMBRO,0,0,0,1,1,0,2,1,1,0,0,2
SEVERIANO DE ALMEIDA,2,1,1,1,0,0,0,0,0,0,2,1
SILVEIRA MARTINS,0,1,1,0,0,0,0,0,0,0,0,0
SINIMBU,0,1,1,2,0,0,0,0,1,2,1,2
SOBRADINHO,5,8,6,2,1,2,4,7,4,3,2,3
SOLEDADE,8,3,5,3,2,4,7,3,6,5,9,14
TABAI,0,0,0,0,2,0,0,0,0,0,0,1
TAPEJARA,4,1,0,7,1,3,4,4,2,3,2,5
TAPERA,2,2,0,2,6,0,1,0,1,1,3,0
TAPES,1,5,3,7,3,0,1,2,3,3,5,4
TAQUARA,8,8,9,3,10,12,8,12,11,10,3,11
TAQUARI,6,2,2,5,1,4,5,0,1,3,4,9
TAQUARUCU DO SUL,0,2,1,0,0,0,0,0,0,0,0,0
TAVARES,1,0,0,0,1,0,0,0,0,0,0,1
TENENTE PORTELA,1,6,1,2,4,4,5,3,0,6,8,8
TERRA DE AREIA,3,1,0,0,0,0,3,1,1,1,3,2
TEUTONIA,3,0,2,3,1,2,1,3,0,3,2,5
TIO HUGO,0,0,0,0,0,0,0,0,0,0,0,0
TIRADENTES DO SUL,1,1,1,0,0,0,1,0,0,1,0,3
TOROPI,0,0,0,0,0,0,1,0,0,0,0,0
TORRES,7,9,8,8,11,6,11,7,2,9,7,11
TRAMANDAI,27,24,14,19,7,11,15,7,11,18,19,16
TRAVESSEIRO,0,0,0,0,0,0,0,0,0,0,0,0
TRES ARROIOS,0,0,0,0,0,0,0,0,0,0,0,0
TRES CACHOEIRAS,0,2,0,2,0,2,1,1,0,1,0,0
TRES COROAS,3,4,5,3,3,2,1,9,10,5,7,10
TRES DE MAIO,3,2,6,4,0,4,2,0,3,0,3,0
TRES FORQUILHAS,0,0,0,0,0,0,0,0,0,0,0,0
TRES PALMEIRAS,0,0,0,0,1,0,0,0,0,1,0,0
TRES PASSOS,7,4,4,8,6,6,6,7,2,5,4,6
TRINDADE DO SUL,4,0,1,1,1,0,0,0,6,1,2,1
TRIUNFO,7,5,5,1,1,4,6,2,4,4,1,3
TUCUNDUVA,0,0,1,1,0,3,0,0,0,1,2,0
TUNAS,0,0,0,0,1,0,0,0,0,1,0,0
TUPANCI DO SUL,1,1,0,0,0,0,1,0,0,0,0,0
TUPANCIRETA,2,2,6,2,1,1,2,1,1,2,4,2
TUPANDI,0,1,0,1,0,0,1,0,0,0,2,2
TUPARENDI,1,0,1,1,1,1,1,1,0,0,0,3
TURUCU,1,0,0,0,0,0,0,0,0,0,0,0
UBIRETAMA,0,0,0,0,0,0,0,0,0,0,0,0
UNIAO DA SERRA,0,0,0,0,0,1,0,0,0,0,0,0
UNISTALDA,0,0,0,0,0,0,0,0,0,1,0,0
URUGUAIANA,32,28,15,19,14,10,16,17,17,18,26,31
VACARIA,9,10,13,13,10,10,17,7,6,11,10,22
VALE DO SOL,0,0,1,0,0,0,0,2,0,1,1,2
VALE REAL,1,0,0,0,0,0,0,0,1,0,0,3
VALE VERDE,0,1,0,0,0,0,0,0,0,0,0,0
VANINI,0,0,0,0,0,1,0,1,0,1,0,0
VENANCIO AIRES,5,15,10,10,8,4,9,7,7,7,8,12
VERA CRUZ,7,1,1,4,2,2,2,0,5,7,2,4
VERANOPOLIS,9,1,6,3,3,5,4,4,6,5,1,4
VESPASIANO CORREA,0,0,1,0,0,0,1,0,0,0,0,0
VIADUTOS,1,1,0,1,0,0,1,1,1,0,2,1
VIAMAO,61,42,30,39,37,35,27,25,37,50,48,27
VICENTE DUTRA,1,0,0,1,0,1,0,0,2,0,0,1
VICTOR GRAEFF,0,0,0,1,0,0,0,0,0,0,0,0
VILA FLORES,0,0,1,1,0,0,1,0,0,0,0,0
VILA LANGARO,0,0,0,0,0,0,0,0,0,0,0,1
VILA MARIA,0,0,0,0,0,0,0,0,0,1,1,0
VILA NOVA DO SUL,1,1,0,1,1,0,0,3,1,0,0,0
VISTA ALEGRE,0,0,0,0,0,0,0,1,0,0,0,1
VISTA ALEGRE DO PRATA,0,0,0,0,0,0,0,0,0,0,0,2
VISTA GAUCHA,0,0,0,0,1,0,0,0,1,0,2,1
VITORIA DAS MISSOES,0,1,1,0,1,0,0,1,0,0,0,0
WESTFALIA,0,0,1,0,0,0,0,0,1,0,0,0
XANGRILA,3,2,3,7,4,3,4,3,2,2,1,2
Geral,1864,1640,1560,1414,1205,1142,1405,1372,1374,1652,1586,1981
